학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자,제공기관코드,제공기관명
B000001868,서울중목초등학교,초등학교,1997-11-04,공립,본교,운영,서울특별시 중랑구 면목동 180-5,서울특별시 중랑구 동일로 665,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.59008735,127.0793361,2021-03-25,7001220,한국교원대학교
B000012028,독산고등학교,고등학교,2002-03-02,공립,본교,운영,서울특별시 금천구 독산동 907-34,서울특별시 금천구 문성로 64,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.47621872,126.9109732,2021-03-25,7001220,한국교원대학교
B000005742,연봉초등학교,초등학교,1946-09-01,공립,본교,운영,세종특별자치시 연서면 봉암리 210-2,세종특별자치시 연서면 당산로 357-1,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.56445274,127.2820714,2021-03-25,7001220,한국교원대학교
B000005745,연남초등학교,초등학교,1908-04-01,공립,본교,운영,세종특별자치시 연기면 연기리 397,세종특별자치시 연기면 연기길 2,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.54388083,127.277847,2021-03-25,7001220,한국교원대학교
B000005744,수왕초등학교,초등학교,1970-04-07,공립,본교,운영,세종특별자치시 연기면 눌왕리 324,세종특별자치시 연기면 눌왕길 8-45,9300000,세종특별자치시교육청,9300000,세종특별자치시교육청,2013-11-29,2020-09-22,36.54347359,127.2522374,2021-03-25,7001220,한국교원대학교
B000010586,산이중학교,중학교,1967-03-17,공립,본교,운영,전라남도 해남군 산이면 초송리 527-5,전라남도 해남군 산이면 비석길 98-2,8490000,전라남도교육청,8641000,전라남도해남교육지원청,2013-11-29,2020-09-22,34.6457944,126.4478198,2021-03-25,7001220,한국교원대학교
B000009470,광남중학교,중학교,1982-03-05,공립,본교,운영,경기도 광명시 광명동 384-6,경기도 광명시 광명로 785,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.47007475,126.8475588,2021-03-25,7001220,한국교원대학교
B000013346,김해임호고등학교,고등학교,2012-03-01,공립,본교,운영,경상남도 김해시 외동 715-2,경상남도 김해시 분성로3번길 77,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.23826864,128.8527201,2021-03-25,7001220,한국교원대학교
B000008256,방산중학교,중학교,1991-03-01,공립,본교,운영,서울특별시 송파구 방이동 220,서울특별시 송파구 오금로29길 31,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50937287,127.1218756,2021-03-25,7001220,한국교원대학교
B000011200,하동중앙중학교,중학교,1961-05-01,공립,본교,운영,경상남도 하동군 하동읍 읍내리 667,경상남도 하동군 하동읍 연화길 77,9010000,경상남도교육청,9181000,경상남도하동교육지원청,2013-11-29,2020-09-22,35.07664446,127.7495276,2021-03-25,7001220,한국교원대학교
B000003402,신탄진초등학교,초등학교,1908-04-05,공립,본교,운영,대전광역시 대덕구 석봉동 308-7,대전광역시 대덕구 석봉로3번길 50,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.44892028,127.4225035,2021-03-25,7001220,한국교원대학교
B000002008,서울영림초등학교,초등학교,1982-10-04,공립,본교,운영,서울특별시 영등포구 대림동 993-16,서울특별시 영등포구 시흥대로173길 14,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.48734601,126.9025393,2021-03-25,7001220,한국교원대학교
B000002469,서천초등학교,초등학교,1985-03-01,공립,본교,운영,부산광역시 사하구 감천동 506-1,부산광역시 사하구 감천로105번길 10,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.08874156,129.0038498,2021-03-25,7001220,한국교원대학교
B000002848,대구관천초등학교,초등학교,1993-09-01,공립,본교,운영,대구광역시 북구 태전동 999-2,대구광역시 북구 구암로22길 17,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.93053458,128.5520401,2021-03-25,7001220,한국교원대학교
B000003352,산내초등학교,초등학교,1920-06-20,공립,본교,운영,대전광역시 동구 낭월동 632,대전광역시 동구 산내로 1292,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.27979819,127.470066,2021-03-25,7001220,한국교원대학교
B000002125,서울평화초등학교,초등학교,1992-10-21,공립,본교,운영,서울특별시 송파구 가락동 106,서울특별시 송파구 송파대로26길 22,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.49156712,127.1228237,2021-03-25,7001220,한국교원대학교
B000003362,대전성남초등학교,초등학교,1952-04-15,공립,본교,운영,대전광역시 동구 성남동 193-5,대전광역시 동구 성남로32번길 5,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.34394433,127.4293687,2021-03-25,7001220,한국교원대학교
B000012076,방산고등학교,고등학교,2003-10-01,공립,본교,운영,서울특별시 송파구 방이동 220-5,서울특별시 송파구 오금로27길 18,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50831315,127.1204696,2021-03-25,7001220,한국교원대학교
B000008269,세륜중학교,중학교,1992-03-01,공립,본교,운영,서울특별시 송파구 오금동 7-3,서울특별시 송파구 양재대로72길 41,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50893314,127.1312464,2021-03-25,7001220,한국교원대학교
B000003292,진남초등학교,초등학교,2007-11-26,공립,본교,운영,광주광역시 남구 노대동 732,광주광역시 남구 효우로60번길 12,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.10912722,126.9024721,2021-03-25,7001220,한국교원대학교
B000011099,관동중학교,중학교,2004-03-01,공립,본교,운영,경상남도 김해시 관동동 422-1,경상남도 김해시 덕정로 77,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.17976521,128.7926333,2021-03-25,7001220,한국교원대학교
B000013258,영양여자고등학교,고등학교,1973-03-04,사립,본교,운영,경상북도 영양군 영양읍 동부리 5,경상북도 영양군 영양읍 영양창수로 141,8750000,경상북도교육청,8891000,경상북도영양교육지원청,2013-11-29,2020-09-22,36.66188808,129.1297626,2021-03-25,7001220,한국교원대학교
B000008281,정신여자중학교,중학교,1887-10-20,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50945384,127.0738473,2021-03-25,7001220,한국교원대학교
B000008521,덕명여자중학교,중학교,1953-07-14,사립,본교,운영,부산광역시 부산진구 전포동 487,부산광역시 부산진구 봉수로 13,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.15108044,129.0704519,2021-03-25,7001220,한국교원대학교
B000013532,대전여자고등학교,고등학교,1937-05-01,공립,본교,운영,대전광역시 동구 대동 16-2,대전광역시 동구 용운로1번길 28-37,7430000,대전광역시교육청,7441000,대전광역시동부교육지원청,2013-11-29,2020-09-22,36.33001268,127.4463707,2021-03-25,7001220,한국교원대학교
B000002823,대구조야초등학교,초등학교,1984-09-28,공립,본교,운영,대구광역시 북구 조야동 102-1,대구광역시 북구 조야로8길 16,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.90971918,128.577048,2021-03-25,7001220,한국교원대학교
B000008551,남산중학교,중학교,1991-01-04,공립,본교,운영,부산광역시 금정구 남산동 31-11,부산광역시 금정구 금단로 114,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.25981702,129.0936509,2021-03-25,7001220,한국교원대학교
B000002580,남산초등학교,초등학교,1987-03-01,공립,본교,운영,부산광역시 금정구 남산동 59-2,부산광역시 금정구 금강로 614,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.26214065,129.0891842,2021-03-25,7001220,한국교원대학교
B000013375,양산제일고등학교,고등학교,1994-03-01,사립,본교,운영,경상남도 양산시 교동 273,경상남도 양산시 회현1길 36,9010000,경상남도교육청,9151000,경상남도양산교육지원청,2013-11-29,2020-09-22,35.34459992,129.023799,2021-03-25,7001220,한국교원대학교
B000025289,서울송례초등학교,초등학교,2014-03-03,공립,본교,운영,서울특별시 송파구 장지동 898,서울특별시 송파구 위례순환로 439,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.4778913,127.1384402,2021-03-25,7001220,한국교원대학교
B000025291,송례중학교,중학교,2014-03-04,공립,본교,운영,서울특별시 송파구 장지동 393,서울특별시 송파구 위례순환로 429,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.47783301,127.1397415,2021-03-25,7001220,한국교원대학교
B000008697,관천중학교,중학교,1994-03-01,공립,본교,운영,대구광역시 북구 태전동 999-1,대구광역시 북구 구암로22길 7,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.93116386,128.5526133,2021-03-25,7001220,한국교원대학교
B000010205,송산중학교,중학교,1981-03-06,공립,본교,운영,충청남도 당진시 송산면 도문리 169-1,충청남도 당진시 송산면 도문로 48,8140000,충청남도교육청,8291000,충청남도당진교육지원청,2013-11-29,2020-09-22,36.934811,126.6859161,2021-03-25,7001220,한국교원대학교
B000009391,시화중학교,중학교,2006-03-01,공립,본교,운영,경기도 시흥시 정왕동 1552,경기도 시흥시 큰솔로52번길 23,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.34098555,126.7561913,2021-03-25,7001220,한국교원대학교
B000013367,거제고등학교,고등학교,1948-10-16,사립,본교,운영,경상남도 거제시 아주동 295-8,경상남도 거제시 아주로3길 61,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2020-09-22,34.86108759,128.6884261,2021-03-25,7001220,한국교원대학교
B000011913,거제공업고등학교,고등학교,1969-03-02,공립,본교,운영,경상남도 거제시 고현동 920-2,경상남도 거제시 계룡로11길 63,9010000,경상남도교육청,9111000,경상남도거제교육지원청,2013-11-29,2020-09-22,34.88210511,128.614194,2021-03-25,7001220,한국교원대학교
B000011393,부산산업과학고등학교,고등학교,1970-03-26,공립,본교,운영,부산광역시 강서구 봉림동 15,부산광역시 강서구 가락대로 1393,7150000,부산광역시교육청,7201000,부산광역시북부교육지원청,2013-11-29,2020-09-22,35.18926099,128.9039687,2021-03-25,7001220,한국교원대학교
B000004276,광명광성초등학교,초등학교,1987-11-16,공립,본교,운영,경기도 광명시 철산동 243,경기도 광명시 철산로 59,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.47885028,126.873071,2021-03-25,7001220,한국교원대학교
B000004270,광명남초등학교,초등학교,1975-03-05,공립,본교,운영,경기도 광명시 광명동 295-58,경기도 광명시 광명로 866-9,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.47512708,126.8537024,2021-03-25,7001220,한국교원대학교
B000004274,광명동초등학교,초등학교,1983-05-18,공립,본교,운영,경기도 광명시 철산동 78-4,경기도 광명시 연서일로 25,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.48395181,126.8633963,2021-03-25,7001220,한국교원대학교
B000002460,청학초등학교,초등학교,1954-06-20,공립,본교,운영,부산광역시 영도구 청학동 412-3,부산광역시 영도구 청학로 49,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.09320176,129.0595039,2021-03-25,7001220,한국교원대학교
B000012386,중일고등학교,고등학교,1988-03-15,사립,본교,운영,대전광역시 유성구 관평동 671,대전광역시 유성구 배울2로 68,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.42052491,127.3886965,2021-03-25,7001220,한국교원대학교
B000008650,영신중학교,중학교,1946-10-17,사립,본교,운영,대구광역시 동구 봉무동 524,대구광역시 동구 팔공로50길 32,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.92000422,128.646424,2021-03-25,7001220,한국교원대학교
B000011387,부일전자디자인고등학교,고등학교,1993-03-02,사립,본교,운영,부산광역시 사하구 감천동 634-61,부산광역시 사하구 감천로73번길 36,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.09073609,129.0025604,2021-03-25,7001220,한국교원대학교
B000011335,서울영상고등학교,고등학교,1952-03-01,사립,본교,운영,서울특별시 양천구 신정동 984,서울특별시 양천구 목동로11길 46,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.52330444,126.8602935,2021-03-25,7001220,한국교원대학교
B000003459,대전교촌초등학교,초등학교,2007-03-01,공립,본교,운영,대전광역시 유성구 교촌동 618,대전광역시 유성구 진잠로149번길 42,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.30602189,127.3167705,2021-03-25,7001220,한국교원대학교
B000011079,김해중학교,중학교,1952-05-17,공립,본교,운영,경상남도 김해시 부원동 39,경상남도 김해시 호계로 456,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.23110531,128.8861356,2021-03-25,7001220,한국교원대학교
B000008672,신명여자중학교,중학교,1907-10-15,사립,본교,운영,대구광역시 수성구 수성동1가 96-16,대구광역시 수성구 신천동로 364,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.85731247,128.6091788,2021-03-25,7001220,한국교원대학교
B000002738,대구명덕초등학교,초등학교,1940-04-05,공립,본교,운영,대구광역시 중구 남산동 2113,대구광역시 중구 남산로2길 125,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.85754073,128.5890267,2021-03-25,7001220,한국교원대학교
B000012612,광명고등학교,고등학교,1975-03-03,공립,본교,운영,경기도 광명시 철산동 234,경기도 광명시 오리로876번길 17,7530000,경기도교육청,7591000,경기도광명교육지원청,2013-11-29,2020-09-22,37.47857117,126.8659896,2021-03-25,7001220,한국교원대학교
B000008908,신광중학교,중학교,1981-03-06,공립,본교,운영,광주광역시 북구 두암동 576-5,광주광역시 북구 면앙로165번길 80,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.17953334,126.9321202,2021-03-25,7001220,한국교원대학교
B000012835,양구여자고등학교,고등학교,1974-01-05,공립,본교,운영,강원도 양구군 양구읍 정림리 230-1,강원도 양구군 양구읍 박수근로 327,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2020-09-22,38.1009114,127.9808197,2021-03-25,7001220,한국교원대학교
B000009871,석천중학교,중학교,1970-03-10,공립,본교,운영,강원도 양구군 양구읍 정림리 230-1,강원도 양구군 양구읍 박수근로 327,7800000,강원도교육청,7951000,강원도양구교육지원청,2013-11-29,2020-09-22,38.1009114,127.9808197,2021-03-25,7001220,한국교원대학교
B000008631,기장중학교,중학교,1954-05-31,공립,본교,운영,부산광역시 기장군 기장읍 대라리 40,부산광역시 기장군 기장읍 읍내로 120,7150000,부산광역시교육청,7211000,부산광역시해운대교육지원청,2013-11-29,2020-09-22,35.24488187,129.2183149,2021-03-25,7001220,한국교원대학교
B000009916,운호중학교,중학교,1968-03-06,사립,본교,운영,충청북도 청주시 서원구 모충동 132-13,충청북도 청주시 서원구 무심서로 375,8000000,충청북도교육청,8011000,충청북도청주교육지원청,2013-11-29,2020-09-22,36.62505317,127.4851868,2021-03-25,7001220,한국교원대학교
B000013541,문현고등학교,고등학교,2006-03-01,공립,본교,운영,울산광역시 동구 방어동 1008,울산광역시 동구 화잠7길 25,7480000,울산광역시교육청,7491000,울산광역시강북교육지원청,2013-11-29,2020-09-22,35.48239565,129.4091804,2021-03-25,7001220,한국교원대학교
B000010194,만리포중학교,중학교,1968-03-22,공립,본교,운영,충청남도 태안군 소원면 신덕리 631-2,충청남도 태안군 소원면 소근로 63-12,8140000,충청남도교육청,8281000,충청남도태안교육지원청,2013-11-29,2020-09-22,36.76552125,126.1939311,2021-03-25,7001220,한국교원대학교
B000022914,춘천여자고등학교,고등학교,1934-04-10,공립,본교,운영,강원도 춘천시 동면 장학리 173,강원도 춘천시 동면 만천양지길 95,7800000,강원도교육청,7811000,강원도춘천교육지원청,2013-11-29,2020-09-22,37.88848989,127.7635403,2021-03-25,7001220,한국교원대학교
B000008651,공산중학교,중학교,1954-04-23,사립,본교,운영,대구광역시 동구 백안동 560-5,대구광역시 동구 팔공로197길 26,7240000,대구광역시교육청,7251000,대구광역시동부교육지원청,2013-11-29,2020-09-22,35.95506586,128.6906838,2021-03-25,7001220,한국교원대학교
B000011923,상명대학교사범대학부속여자고등학교,고등학교,1967-03-07,사립,본교,운영,서울특별시 종로구 홍지동 7-1,서울특별시 종로구 홍지문2길 20,7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2020-09-22,37.60410891,126.9551595,2021-03-25,7001220,한국교원대학교
B000012788,황지고등학교,고등학교,1965-12-18,공립,본교,운영,강원도 태백시 황지동 232,강원도 태백시 번영로 179,7800000,강원도교육청,7851000,강원도태백교육지원청,2013-11-29,2020-09-22,37.16112037,128.9855688,2021-03-25,7001220,한국교원대학교
B000002202,서울양원초등학교,초등학교,1991-05-06,공립,본교,운영,서울특별시 양천구 신월동 260-1,서울특별시 양천구 화곡로 16,7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2020-09-22,37.53821733,126.8231052,2021-03-25,7001220,한국교원대학교
B000002433,보수초등학교,초등학교,1953-07-09,공립,본교,운영,부산광역시 중구 보수동1가 50-1,부산광역시 중구 흑교로 74,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.10607215,129.024219,2021-03-25,7001220,한국교원대학교
B000009849,계촌중학교,중학교,1969-03-12,공립,본교,운영,강원도 평창군 방림면 계촌리 2054-2,강원도 평창군 방림면 계촌길 139,7800000,강원도교육청,7911000,강원도평창교육지원청,2013-11-29,2020-09-22,37.45322867,128.3083929,2021-03-25,7001220,한국교원대학교
B000009113,울산중앙중학교,중학교,1980-03-02,공립,본교,운영,울산광역시 남구 신정동 859-3,울산광역시 남구 중앙로63번길 5,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.5260243,129.3156805,2021-03-25,7001220,한국교원대학교
B000025338,수완하나중학교,중학교,2015-03-01,공립,본교,운영,광주광역시 광산구 수완동 973,광주광역시 광산구 수완로105번길 47,7380000,광주광역시교육청,7401000,광주광역시서부교육지원청,2013-11-29,2020-09-22,35.19420808,126.8275242,2021-03-25,7001220,한국교원대학교
B000011088,경운중학교,중학교,2001-03-01,공립,본교,운영,경상남도 김해시 내동 1115-3,경상남도 김해시 우암로 62,9010000,경상남도교육청,9091000,경상남도김해교육지원청,2013-11-29,2020-09-22,35.23612594,128.8618342,2021-03-25,7001220,한국교원대학교
B000012401,무거고등학교,고등학교,2006-03-04,공립,본교,운영,울산광역시 남구 무거동 1000,울산광역시 남구 대학로1번길 17-28,7480000,울산광역시교육청,7501000,울산광역시강남교육지원청,2013-11-29,2020-09-22,35.53627893,129.2507423,2021-03-25,7001220,한국교원대학교
B000002594,거제초등학교,초등학교,1946-06-01,공립,본교,운영,부산광역시 연제구 거제동 676-152,부산광역시 연제구 해맞이로 39,7150000,부산광역시교육청,7191000,부산광역시동래교육지원청,2013-11-29,2020-09-22,35.17807396,129.0675717,2021-03-25,7001220,한국교원대학교
B000008733,성서중학교,중학교,1970-03-30,공립,본교,운영,대구광역시 달서구 용산동 948,대구광역시 달서구 용산서로 63,7240000,대구광역시교육청,7271000,대구광역시남부교육지원청,2013-11-29,2020-09-22,35.8558081,128.5266048,2021-03-25,7001220,한국교원대학교
B000001873,서울상봉초등학교,초등학교,1983-10-25,공립,본교,운영,서울특별시 중랑구 상봉동 312-1,서울특별시 중랑구 동일로126가길 11,7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2020-09-22,37.59797895,127.0831714,2021-03-25,7001220,한국교원대학교
B000002069,서울원광초등학교,초등학교,1992-04-30,공립,본교,운영,서울특별시 노원구 중계동 359,서울특별시 노원구 덕릉로76길 18,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.65431092,127.0749142,2021-03-25,7001220,한국교원대학교
B000008486,다송중학교,중학교,1993-03-05,공립,본교,운영,부산광역시 사하구 다대동 95,부산광역시 사하구 다송로 55,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.06434989,128.9847862,2021-03-25,7001220,한국교원대학교
B000002068,서울월계초등학교,초등학교,1993-05-06,공립,본교,운영,서울특별시 노원구 월계동 561,서울특별시 노원구 월계로45가길 10,7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2020-09-22,37.62762424,127.0501876,2021-03-25,7001220,한국교원대학교
B000013477,우신고등학교,고등학교,1974-03-05,사립,본교,운영,서울특별시 구로구 궁동 230,서울특별시 구로구 부일로 917,7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2020-09-22,37.49490231,126.8263536,2021-03-25,7001220,한국교원대학교
B000012812,주천고등학교,고등학교,1946-04-01,공립,본교,운영,강원도 영월군 주천면 주천리 1430,강원도 영월군 주천면 주천로89번길 41,7800000,강원도교육청,7901000,강원도영월교육지원청,2013-11-29,2020-09-22,37.27355179,128.2650794,2021-03-25,7001220,한국교원대학교
B000003451,대전신계초등학교,초등학교,2005-09-01,공립,본교,운영,대전광역시 서구 복수동 452,대전광역시 서구 복수동로 26,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.30195202,127.3780278,2021-03-25,7001220,한국교원대학교
B000022940,강경상업고등학교,고등학교,1920-05-25,공립,본교,운영,충청남도 논산시 강경읍 남교리 1,충청남도 논산시 강경읍 계백로 220,8140000,충청남도교육청,8222000,충청남도논산계룡교육지원청,2013-11-29,2020-09-22,36.16142445,127.023298,2021-03-25,7001220,한국교원대학교
B000005014,근덕초등학교,초등학교,1922-05-17,공립,본교,운영,강원도 삼척시 근덕면 교가리 1124-2,강원도 삼척시 근덕면 삼척로 3653,7800000,강원도교육청,7871000,강원도삼척교육지원청,2013-11-29,2020-09-22,37.38092428,129.2244956,2021-03-25,7001220,한국교원대학교
B000003181,송해초등학교,초등학교,1933-10-06,공립,본교,운영,인천광역시 강화군 송해면 솔정리 640,인천광역시 강화군 송해면 전망대로 93-12,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2020-09-22,37.7694551,126.4610541,2021-03-25,7001220,한국교원대학교
B000003174,양도초등학교,초등학교,1918-04-01,공립,본교,운영,인천광역시 강화군 양도면 삼흥리 288,인천광역시 강화군 양도면 강화남로 1036,7310000,인천광역시교육청,7351000,인천광역시강화교육지원청,2013-11-29,2020-09-22,37.68897162,126.4193695,2021-03-25,7001220,한국교원대학교
B000008385,남성중학교,중학교,1983-04-29,공립,본교,운영,서울특별시 동작구 사당동 304-45,서울특별시 동작구 남부순환로269길 166,7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2020-09-22,37.47900822,126.972489,2021-03-25,7001220,한국교원대학교
B000004087,서해초등학교,초등학교,1996-11-01,공립,본교,운영,경기도 시흥시 정왕동 1867-2,경기도 시흥시 정왕대로53번길 14,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2020-09-22,37.35612237,126.7251312,2021-03-25,7001220,한국교원대학교
B000008031,고산초등학교,초등학교,1945-05-01,공립,본교,운영,제주특별자치도 제주시 한경면 고산리 2684-1,제주특별자치도 제주시 한경면 고산로1길 16,9290000,제주특별자치도교육청,9296000,제주특별자치도제주시교육지원청,2013-11-29,2020-09-22,33.30452697,126.1768735,2021-03-25,7001220,한국교원대학교
B000025226,인천송일초등학교,초등학교,2015-09-01,공립,본교,운영,인천광역시 연수구 송도동 107,인천광역시 연수구 컨벤시아대로252번길 15,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.38418802,126.635135,2021-03-25,7001220,한국교원대학교
B000025193,인천만월초등학교,초등학교,1989-03-01,공립,본교,운영,인천광역시 남동구 구월동 1521,인천광역시 남동구 선수촌로 28,7310000,인천광역시교육청,7341000,인천광역시동부교육지원청,2013-11-29,2020-09-22,37.44180662,126.7155208,2021-03-25,7001220,한국교원대학교
B000009263,대안여자중학교,중학교,1986-03-01,공립,본교,운영,경기도 안양시 동안구 호계동 1233,경기도 안양시 동안구 흥안대로223번길 46,7530000,경기도교육청,7569000,경기도안양과천교육지원청,2013-11-29,2020-09-22,37.3771591,126.9651002,2021-03-25,7001220,한국교원대학교
B000009058,대전하기중학교,중학교,2006-03-01,공립,본교,운영,대전광역시 유성구 하기동 520,대전광역시 유성구 송림로48번길 6-30,7430000,대전광역시교육청,7451000,대전광역시서부교육지원청,2013-11-29,2020-09-22,36.38588907,127.3222049,2021-03-25,7001220,한국교원대학교
B000026215,목감고등학교,고등학교,2020-03-01,공립,본교,운영,경기도 시흥시 조남동 387,경기도 시흥시 목감둘레로 150,7530000,경기도교육청,7781000,경기도시흥교육지원청,2013-11-29,2021-03-23,37.37222339,126.8571834,2021-03-25,7001220,한국교원대학교
B000008529,남천중학교,중학교,1984-12-29,공립,본교,운영,부산광역시 남구 대연동 455-12,부산광역시 남구 황령대로492번길 71,7150000,부산광역시교육청,7181000,부산광역시남부교육지원청,2013-11-29,2020-09-22,35.13660359,129.1052341,2021-03-25,7001220,한국교원대학교
B000012085,정신여자고등학교,고등학교,1887-10-20,사립,본교,운영,서울특별시 송파구 잠실동 50-4,서울특별시 송파구 올림픽로4길 16,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2020-09-22,37.50945384,127.0738473,2021-03-25,7001220,한국교원대학교
B000008913,문화중학교,중학교,1984-03-08,공립,본교,운영,광주광역시 북구 우산동 118-4,광주광역시 북구 면앙로 111,7380000,광주광역시교육청,7391000,광주광역시동부교육지원청,2013-11-29,2020-09-22,35.17846694,126.9239162,2021-03-25,7001220,한국교원대학교
B000011367,부산영상예술고등학교,고등학교,1955-04-25,공립,본교,운영,부산광역시 영도구 신선동3가 71-1,부산광역시 영도구 영상길 100,7150000,부산광역시교육청,7171000,부산광역시서부교육지원청,2013-11-29,2020-09-22,35.08513613,129.0449175,2021-03-25,7001220,한국교원대학교
B000011565,김화공업고등학교,고등학교,1968-04-25,공립,본교,운영,강원도 철원군 서면 와수리 589-5,강원도 철원군 서면 와수1로 72,7800000,강원도교육청,7931000,강원도철원교육지원청,2013-11-29,2020-09-22,38.24340756,127.4349464,2021-03-25,7001220,한국교원대학교
B000002850,대구태전초등학교,초등학교,1994-03-01,공립,본교,운영,대구광역시 북구 태전동 957,대구광역시 북구 칠곡중앙대로75길 16,7240000,대구광역시교육청,7261000,대구광역시서부교육지원청,2013-11-29,2020-09-22,35.93024595,128.5460016,2021-03-25,7001220,한국교원대학교
B000012960,대흥고등학교,고등학교,1966-02-22,사립,본교,운영,충청남도 예산군 대흥면 상중리 231,충청남도 예산군 대흥면 예당로 845,8140000,충청남도교육청,8271000,충청남도예산교육지원청,2013-11-29,2020-09-22,36.60548656,126.7916056,2021-03-25,7001220,한국교원대학교
